item_id,text,system,score
item-012,Given a support ticket about date parsing: List the table names this touches.,llama-3-8b,1
item-012,Given a support ticket about date parsing: List the table names this touches.,mistral-7b,1
item-012,Given a support ticket about date parsing: List the table names this touches.,claude-haiku,1
item-012,Given a support ticket about date parsing: List the table names this touches.,gpt-4o,1
item-012,Given a support ticket about date parsing: List the table names this touches.,claude-sonnet,1
item-012,Given a support ticket about date parsing: List the table names this touches.,gemini-flash,1
item-012,Given a support ticket about date parsing: List the table names this touches.,qwen-72b,1
item-013,Given a CSV export about unit conversion: Return the total as a number with no currency symbol.,gpt-4o-mini,1
item-013,Given a CSV export about unit conversion: Return the total as a number with no currency symbol.,llama-3-8b,1
item-013,Given a CSV export about unit conversion: Return the total as a number with no currency symbol.,mistral-7b,1
item-013,Given a CSV export about unit conversion: Return the total as a number with no currency symbol.,claude-haiku,1
item-013,Given a CSV export about unit conversion: Return the total as a number with no currency symbol.,gpt-4o,1
item-013,Given a CSV export about unit conversion: Return the total as a number with no currency symbol.,claude-sonnet,1
item-013,Given a CSV export about unit conversion: Return the total as a number with no currency symbol.,gemini-flash,1
item-013,Given a CSV export about unit conversion: Return the total as a number with no currency symbol.,qwen-72b,1
item-014,"Given a receipt about JSON extraction: Summarise what changed, in under twenty words.",gpt-4o-mini,1
item-014,"Given a receipt about JSON extraction: Summarise what changed, in under twenty words.",llama-3-8b,1
item-014,"Given a receipt about JSON extraction: Summarise what changed, in under twenty words.",mistral-7b,1
item-014,"Given a receipt about JSON extraction: Summarise what changed, in under twenty words.",claude-haiku,1
item-014,"Given a receipt about JSON extraction: Summarise what changed, in under twenty words.",gpt-4o,1
item-014,"Given a receipt about JSON extraction: Summarise what changed, in under twenty words.",claude-sonnet,1
item-014,"Given a receipt about JSON extraction: Summarise what changed, in under twenty words.",gemini-flash,1
item-014,"Given a receipt about JSON extraction: Summarise what changed, in under twenty words.",qwen-72b,1
item-015,Given a shell transcript about summarisation: Rewrite this for a customer who is already annoyed.,gpt-4o-mini,1
item-015,Given a shell transcript about summarisation: Rewrite this for a customer who is already annoyed.,llama-3-8b,1
item-015,Given a shell transcript about summarisation: Rewrite this for a customer who is already annoyed.,mistral-7b,1
item-015,Given a shell transcript about summarisation: Rewrite this for a customer who is already annoyed.,claude-haiku,1
item-015,Given a shell transcript about summarisation: Rewrite this for a customer who is already annoyed.,gpt-4o,1
item-015,Given a shell transcript about summarisation: Rewrite this for a customer who is already annoyed.,claude-sonnet,1
item-015,Given a shell transcript about summarisation: Rewrite this for a customer who is already annoyed.,gemini-flash,1
item-015,Given a shell transcript about summarisation: Rewrite this for a customer who is already annoyed.,qwen-72b,1
item-016,Given a changelog about code review: Return the total as a number with no currency symbol.,gpt-4o-mini,1
item-016,Given a changelog about code review: Return the total as a number with no currency symbol.,llama-3-8b,1
item-016,Given a changelog about code review: Return the total as a number with no currency symbol.,mistral-7b,1
item-016,Given a changelog about code review: Return the total as a number with no currency symbol.,claude-haiku,1
item-016,Given a changelog about code review: Return the total as a number with no currency symbol.,gpt-4o,1
item-016,Given a changelog about code review: Return the total as a number with no currency symbol.,claude-sonnet,1
item-016,Given a changelog about code review: Return the total as a number with no currency symbol.,gemini-flash,1
item-016,Given a changelog about code review: Return the total as a number with no currency symbol.,qwen-72b,1
item-017,"Given a support ticket about regex writing: Summarise what changed, in under twenty words.",gpt-4o-mini,1
item-017,"Given a support ticket about regex writing: Summarise what changed, in under twenty words.",llama-3-8b,1
item-017,"Given a support ticket about regex writing: Summarise what changed, in under twenty words.",mistral-7b,1
item-017,"Given a support ticket about regex writing: Summarise what changed, in under twenty words.",claude-haiku,1
item-017,"Given a support ticket about regex writing: Summarise what changed, in under twenty words.",gpt-4o,1
item-017,"Given a support ticket about regex writing: Summarise what changed, in under twenty words.",claude-sonnet,1
item-017,"Given a support ticket about regex writing: Summarise what changed, in under twenty words.",gemini-flash,1
item-017,"Given a support ticket about regex writing: Summarise what changed, in under twenty words.",qwen-72b,1
item-018,"Given a stack trace about tone rewriting: Say whether this describes a regression, in one word.",gpt-4o-mini,1
item-018,"Given a stack trace about tone rewriting: Say whether this describes a regression, in one word.",llama-3-8b,1
item-018,"Given a stack trace about tone rewriting: Say whether this describes a regression, in one word.",mistral-7b,1
item-018,"Given a stack trace about tone rewriting: Say whether this describes a regression, in one word.",claude-haiku,1
item-018,"Given a stack trace about tone rewriting: Say whether this describes a regression, in one word.",gpt-4o,1
item-018,"Given a stack trace about tone rewriting: Say whether this describes a regression, in one word.",claude-sonnet,1
item-018,"Given a stack trace about tone rewriting: Say whether this describes a regression, in one word.",gemini-flash,1
item-018,"Given a stack trace about tone rewriting: Say whether this describes a regression, in one word.",qwen-72b,1
item-019,Given a log line about citation lookup: Name the file most likely to contain the bug.,gpt-4o-mini,1
item-019,Given a log line about citation lookup: Name the file most likely to contain the bug.,llama-3-8b,1
item-019,Given a log line about citation lookup: Name the file most likely to contain the bug.,mistral-7b,1
item-019,Given a log line about citation lookup: Name the file most likely to contain the bug.,claude-haiku,1
item-019,Given a log line about citation lookup: Name the file most likely to contain the bug.,gpt-4o,1
item-019,Given a log line about citation lookup: Name the file most likely to contain the bug.,claude-sonnet,1
item-019,Given a log line about citation lookup: Name the file most likely to contain the bug.,gemini-flash,1
item-019,Given a log line about citation lookup: Name the file most likely to contain the bug.,qwen-72b,1
item-020,Given a config file about arithmetic word problems: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,1
item-020,Given a config file about arithmetic word problems: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,1
item-020,Given a config file about arithmetic word problems: Give the smallest regex that matches all of these and nothing else.,mistral-7b,1
item-020,Given a config file about arithmetic word problems: Give the smallest regex that matches all of these and nothing else.,claude-haiku,1
item-020,Given a config file about arithmetic word problems: Give the smallest regex that matches all of these and nothing else.,gpt-4o,1
item-020,Given a config file about arithmetic word problems: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,1
item-020,Given a config file about arithmetic word problems: Give the smallest regex that matches all of these and nothing else.,gemini-flash,1
item-020,Given a config file about arithmetic word problems: Give the smallest regex that matches all of these and nothing else.,qwen-72b,1
item-021,Given a log line about SQL generation: Return the total as a number with no currency symbol.,gpt-4o-mini,1
item-021,Given a log line about SQL generation: Return the total as a number with no currency symbol.,llama-3-8b,1
item-021,Given a log line about SQL generation: Return the total as a number with no currency symbol.,mistral-7b,1
item-021,Given a log line about SQL generation: Return the total as a number with no currency symbol.,claude-haiku,1
item-021,Given a log line about SQL generation: Return the total as a number with no currency symbol.,gpt-4o,1
item-021,Given a log line about SQL generation: Return the total as a number with no currency symbol.,claude-sonnet,1
item-021,Given a log line about SQL generation: Return the total as a number with no currency symbol.,gemini-flash,1
item-021,Given a log line about SQL generation: Return the total as a number with no currency symbol.,qwen-72b,1
item-022,Given a PR description about date parsing: Name the file most likely to contain the bug.,gpt-4o-mini,1
item-022,Given a PR description about date parsing: Name the file most likely to contain the bug.,llama-3-8b,1
item-022,Given a PR description about date parsing: Name the file most likely to contain the bug.,mistral-7b,1
item-022,Given a PR description about date parsing: Name the file most likely to contain the bug.,claude-haiku,1
item-022,Given a PR description about date parsing: Name the file most likely to contain the bug.,gpt-4o,1
item-022,Given a PR description about date parsing: Name the file most likely to contain the bug.,claude-sonnet,1
item-022,Given a PR description about date parsing: Name the file most likely to contain the bug.,gemini-flash,1
item-022,Given a PR description about date parsing: Name the file most likely to contain the bug.,qwen-72b,1
item-023,Given a changelog about unit conversion: List the table names this touches.,gpt-4o-mini,1
item-023,Given a changelog about unit conversion: List the table names this touches.,llama-3-8b,1
item-023,Given a changelog about unit conversion: List the table names this touches.,mistral-7b,1
item-023,Given a changelog about unit conversion: List the table names this touches.,claude-haiku,1
item-023,Given a changelog about unit conversion: List the table names this touches.,gpt-4o,1
item-023,Given a changelog about unit conversion: List the table names this touches.,claude-sonnet,1
item-023,Given a changelog about unit conversion: List the table names this touches.,gemini-flash,1
item-023,Given a changelog about unit conversion: List the table names this touches.,qwen-72b,1
item-024,Given a git diff about JSON extraction: Return the total as a number with no currency symbol.,gpt-4o-mini,1
item-024,Given a git diff about JSON extraction: Return the total as a number with no currency symbol.,llama-3-8b,1
item-024,Given a git diff about JSON extraction: Return the total as a number with no currency symbol.,mistral-7b,1
item-024,Given a git diff about JSON extraction: Return the total as a number with no currency symbol.,claude-haiku,1
item-024,Given a git diff about JSON extraction: Return the total as a number with no currency symbol.,gpt-4o,1
item-024,Given a git diff about JSON extraction: Return the total as a number with no currency symbol.,claude-sonnet,1
item-024,Given a git diff about JSON extraction: Return the total as a number with no currency symbol.,gemini-flash,1
item-024,Given a git diff about JSON extraction: Return the total as a number with no currency symbol.,qwen-72b,1
item-025,Given a config file about summarisation: Give the smallest regex that matches all of these and nothing else.,gpt-4o-mini,1
item-025,Given a config file about summarisation: Give the smallest regex that matches all of these and nothing else.,llama-3-8b,1
item-025,Given a config file about summarisation: Give the smallest regex that matches all of these and nothing else.,mistral-7b,1
item-025,Given a config file about summarisation: Give the smallest regex that matches all of these and nothing else.,claude-haiku,1
item-025,Given a config file about summarisation: Give the smallest regex that matches all of these and nothing else.,gpt-4o,1
item-025,Given a config file about summarisation: Give the smallest regex that matches all of these and nothing else.,claude-sonnet,1
item-025,Given a config file about summarisation: Give the smallest regex that matches all of these and nothing else.,gemini-flash,1
item-025,Given a config file about summarisation: Give the smallest regex that matches all of these and nothing else.,qwen-72b,1
item-026,Given a receipt about code review: Rewrite this for a customer who is already annoyed.,gpt-4o-mini,1
item-026,Given a receipt about code review: Rewrite this for a customer who is already annoyed.,llama-3-8b,1
item-026,Given a receipt about code review: Rewrite this for a customer who is already annoyed.,mistral-7b,1
item-026,Given a receipt about code review: Rewrite this for a customer who is already annoyed.,claude-haiku,1
item-026,Given a receipt about code review: Rewrite this for a customer who is already annoyed.,gpt-4o,1
item-026,Given a receipt about code review: Rewrite this for a customer who is already annoyed.,claude-sonnet,1
item-026,Given a receipt about code review: Rewrite this for a customer who is already annoyed.,gemini-flash,1
item-026,Given a receipt about code review: Rewrite this for a customer who is already annoyed.,qwen-72b,1
item-027,Given a PR description about regex writing: Extract every date and normalise it to ISO 8601.,gpt-4o-mini,1
item-027,Given a PR description about regex writing: Extract every date and normalise it to ISO 8601.,llama-3-8b,1
item-027,Given a PR description about regex writing: Extract every date and normalise it to ISO 8601.,mistral-7b,1
item-027,Given a PR description about regex writing: Extract every date and normalise it to ISO 8601.,claude-haiku,1
item-027,Given a PR description about regex writing: Extract every date and normalise it to ISO 8601.,gpt-4o,1
item-027,Given a PR description about regex writing: Extract every date and normalise it to ISO 8601.,claude-sonnet,1
item-027,Given a PR description about regex writing: Extract every date and normalise it to ISO 8601.,gemini-flash,1
item-027,Given a PR description about regex writing: Extract every date and normalise it to ISO 8601.,qwen-72b,1
item-028,Given a receipt about tone rewriting: List the table names this touches.,gpt-4o-mini,1
item-028,Given a receipt about tone rewriting: List the table names this touches.,llama-3-8b,1
item-028,Given a receipt about tone rewriting: List the table names this touches.,mistral-7b,1
item-028,Given a receipt about tone rewriting: List the table names this touches.,claude-haiku,1
item-028,Given a receipt about tone rewriting: List the table names this touches.,gpt-4o,1
item-028,Given a receipt about tone rewriting: List the table names this touches.,claude-sonnet,1
item-028,Given a receipt about tone rewriting: List the table names this touches.,gemini-flash,1
item-028,Given a receipt about tone rewriting: List the table names this touches.,qwen-72b,1
item-029,"Given a shell transcript about citation lookup: Say whether this describes a regression, in one word.",gpt-4o-mini,1
item-029,"Given a shell transcript about citation lookup: Say whether this describes a regression, in one word.",llama-3-8b,1
item-029,"Given a shell transcript about citation lookup: Say whether this describes a regression, in one word.",mistral-7b,1
item-029,"Given a shell transcript about citation lookup: Say whether this describes a regression, in one word.",claude-haiku,1
item-029,"Given a shell transcript about citation lookup: Say whether this describes a regression, in one word.",gpt-4o,1
item-029,"Given a shell transcript about citation lookup: Say whether this describes a regression, in one word.",claude-sonnet,1
item-029,"Given a shell transcript about citation lookup: Say whether this describes a regression, in one word.",gemini-flash,1
item-029,"Given a shell transcript about citation lookup: Say whether this describes a regression, in one word.",qwen-72b,1
item-030,"Given a stack trace about arithmetic word problems: Summarise what changed, in under twenty words.",gpt-4o-mini,1
item-030,"Given a stack trace about arithmetic word problems: Summarise what changed, in under twenty words.",llama-3-8b,1
item-030,"Given a stack trace about arithmetic word problems: Summarise what changed, in under twenty words.",mistral-7b,1
item-030,"Given a stack trace about arithmetic word problems: Summarise what changed, in under twenty words.",claude-haiku,1
item-030,"Given a stack trace about arithmetic word problems: Summarise what changed, in under twenty words.",gpt-4o,1
item-030,"Given a stack trace about arithmetic word problems: Summarise what changed, in under twenty words.",claude-sonnet,1
item-030,"Given a stack trace about arithmetic word problems: Summarise what changed, in under twenty words.",gemini-flash,1
item-030,"Given a stack trace about arithmetic word problems: Summarise what changed, in under twenty words.",qwen-72b,1
item-031,Given a log line about SQL generation: Rewrite this for a customer who is already annoyed.,gpt-4o-mini,1
item-031,Given a log line about SQL generation: Rewrite this for a customer who is already annoyed.,llama-3-8b,1
item-031,Given a log line about SQL generation: Rewrite this for a customer who is already annoyed.,mistral-7b,1
item-031,Given a log line about SQL generation: Rewrite this for a customer who is already annoyed.,claude-haiku,1
item-031,Given a log line about SQL generation: Rewrite this for a customer who is already annoyed.,gpt-4o,1
item-031,Given a log line about SQL generation: Rewrite this for a customer who is already annoyed.,claude-sonnet,1
item-031,Given a log line about SQL generation: Rewrite this for a customer who is already annoyed.,gemini-flash,1
item-031,Given a log line about SQL generation: Rewrite this for a customer who is already annoyed.,qwen-72b,1
item-032,Given an email thread about date parsing: Extract every date and normalise it to ISO 8601.,gpt-4o-mini,1
item-032,Given an email thread about date parsing: Extract every date and normalise it to ISO 8601.,llama-3-8b,1
item-032,Given an email thread about date parsing: Extract every date and normalise it to ISO 8601.,mistral-7b,1
item-032,Given an email thread about date parsing: Extract every date and normalise it to ISO 8601.,claude-haiku,1
item-032,Given an email thread about date parsing: Extract every date and normalise it to ISO 8601.,gpt-4o,1
item-032,Given an email thread about date parsing: Extract every date and normalise it to ISO 8601.,claude-sonnet,1
item-032,Given an email thread about date parsing: Extract every date and normalise it to ISO 8601.,gemini-flash,1
item-032,Given an email thread about date parsing: Extract every date and normalise it to ISO 8601.,qwen-72b,1
item-033,"Given a changelog about unit conversion: Summarise what changed, in under twenty words.",gpt-4o-mini,1
item-033,"Given a changelog about unit conversion: Summarise what changed, in under twenty words.",llama-3-8b,1
item-033,"Given a changelog about unit conversion: Summarise what changed, in under twenty words.",mistral-7b,1
item-033,"Given a changelog about unit conversion: Summarise what changed, in under twenty words.",claude-haiku,1
item-033,"Given a changelog about unit conversion: Summarise what changed, in under twenty words.",gpt-4o,1
item-033,"Given a changelog about unit conversion: Summarise what changed, in under twenty words.",claude-sonnet,1
item-033,"Given a changelog about unit conversion: Summarise what changed, in under twenty words.",gemini-flash,1
item-033,"Given a changelog about unit conversion: Summarise what changed, in under twenty words.",qwen-72b,1
item-034,Given a shell transcript about JSON extraction: Rewrite this for a customer who is already annoyed.,gpt-4o-mini,1
item-034,Given a shell transcript about JSON extraction: Rewrite this for a customer who is already annoyed.,llama-3-8b,1
item-034,Given a shell transcript about JSON extraction: Rewrite this for a customer who is already annoyed.,mistral-7b,1
item-034,Given a shell transcript about JSON extraction: Rewrite this for a customer who is already annoyed.,claude-haiku,1
item-034,Given a shell transcript about JSON extraction: Rewrite this for a customer who is already annoyed.,gpt-4o,1
item-034,Given a shell transcript about JSON extraction: Rewrite this for a customer who is already annoyed.,claude-sonnet,1
item-034,Given a shell transcript about JSON extraction: Rewrite this for a customer who is already annoyed.,gemini-flash,1
item-034,Given a shell transcript about JSON extraction: Rewrite this for a customer who is already annoyed.,qwen-72b,1
item-035,Given a stack trace about summarisation: Extract every date and normalise it to ISO 8601.,gpt-4o-mini,1
item-035,Given a stack trace about summarisation: Extract every date and normalise it to ISO 8601.,llama-3-8b,1
item-035,Given a stack trace about summarisation: Extract every date and normalise it to ISO 8601.,mistral-7b,1
item-035,Given a stack trace about summarisation: Extract every date and normalise it to ISO 8601.,claude-haiku,1
item-035,Given a stack trace about summarisation: Extract every date and normalise it to ISO 8601.,gpt-4o,1
item-035,Given a stack trace about summarisation: Extract every date and normalise it to ISO 8601.,claude-sonnet,1
item-035,Given a stack trace about summarisation: Extract every date and normalise it to ISO 8601.,gemini-flash,1
item-035,Given a stack trace about summarisation: Extract every date and normalise it to ISO 8601.,qwen-72b,1
item-036,Given a git diff about code review: List the table names this touches.,gpt-4o-mini,1
item-036,Given a git diff about code review: List the table names this touches.,llama-3-8b,1
item-036,Given a git diff about code review: List the table names this touches.,mistral-7b,1
item-036,Given a git diff about code review: List the table names this touches.,claude-haiku,1
item-036,Given a git diff about code review: List the table names this touches.,gpt-4o,1
item-036,Given a git diff about code review: List the table names this touches.,claude-sonnet,1
item-036,Given a git diff about code review: List the table names this touches.,gemini-flash,1
item-036,Given a git diff about code review: List the table names this touches.,qwen-72b,1
item-037,Given a CSV export about regex writing: Return the total as a number with no currency symbol.,gpt-4o-mini,1
item-037,Given a CSV export about regex writing: Return the total as a number with no currency symbol.,llama-3-8b,1
item-037,Given a CSV export about regex writing: Return the total as a number with no currency symbol.,mistral-7b,1
item-037,Given a CSV export about regex writing: Return the total as a number with no currency symbol.,claude-haiku,1
item-037,Given a CSV export about regex writing: Return the total as a number with no currency symbol.,gpt-4o,1
item-037,Given a CSV export about regex writing: Return the total as a number with no currency symbol.,claude-sonnet,1
item-037,Given a CSV export about regex writing: Return the total as a number with no currency symbol.,gemini-flash,1
item-037,Given a CSV export about regex writing: Return the total as a number with no currency symbol.,qwen-72b,1
item-038,"Given a git diff about tone rewriting: Summarise what changed, in under twenty words.",gpt-4o-mini,1
item-038,"Given a git diff about tone rewriting: Summarise what changed, in under twenty words.",llama-3-8b,1
item-038,"Given a git diff about tone rewriting: Summarise what changed, in under twenty words.",mistral-7b,1
item-038,"Given a git diff about tone rewriting: Summarise what changed, in under twenty words.",claude-haiku,1
item-038,"Given a git diff about tone rewriting: Summarise what changed, in under twenty words.",gpt-4o,1
item-038,"Given a git diff about tone rewriting: Summarise what changed, in under twenty words.",claude-sonnet,1
item-038,"Given a git diff about tone rewriting: Summarise what changed, in under twenty words.",gemini-flash,1
item-038,"Given a git diff about tone rewriting: Summarise what changed, in under twenty words.",qwen-72b,1
item-039,Given a shell transcript about citation lookup: Rewrite this for a customer who is already annoyed.,gpt-4o-mini,1
item-039,Given a shell transcript about citation lookup: Rewrite this for a customer who is already annoyed.,llama-3-8b,1
item-039,Given a shell transcript about citation lookup: Rewrite this for a customer who is already annoyed.,mistral-7b,1
item-039,Given a shell transcript about citation lookup: Rewrite this for a customer who is already annoyed.,claude-haiku,1
item-039,Given a shell transcript about citation lookup: Rewrite this for a customer who is already annoyed.,gpt-4o,1
item-039,Given a shell transcript about citation lookup: Rewrite this for a customer who is already annoyed.,claude-sonnet,1
